date,name,category,value
2020-05-23,上川総合振興局管内,none,40
2020-05-23,宗谷総合振興局管内,none,5
2020-05-23,オホーツク総合振興局管内,none,59
2020-05-24,京都府,none,1
2020-05-24,大阪府,none,1
2020-05-24,茨城県,none,1
2020-05-24,東京都,none,3
2020-05-24,非公表,none,34
2020-05-24,神奈川県,none,2
2020-05-24,中国武漢市,none,1
2020-05-24,根室振興局管内,none,2
2020-05-24,日高振興局管内,none,3
2020-05-24,檜山振興局管内,none,4
2020-05-24,留萌振興局管内,none,4
2020-05-24,石狩振興局管内,none,796
2020-05-24,渡島総合振興局管内,none,12
2020-05-24,胆振総合振興局管内,none,16
2020-05-24,釧路総合振興局管内,none,20
2020-05-24,空知総合振興局管内,none,23
2020-05-24,後志総合振興局管内,none,24
2020-05-24,十勝総合振興局管内,none,3
2020-05-24,上川総合振興局管内,none,40
2020-05-24,宗谷総合振興局管内,none,5
2020-05-24,オホーツク総合振興局管内,none,59
2020-05-25,京都府,none,1
2020-05-25,大阪府,none,1
2020-05-25,茨城県,none,1
2020-05-25,東京都,none,3
2020-05-25,非公表,none,34
2020-05-25,神奈川県,none,2
2020-05-25,中国武漢市,none,1
2020-05-25,根室振興局管内,none,2
2020-05-25,日高振興局管内,none,3
2020-05-25,檜山振興局管内,none,4
2020-05-25,留萌振興局管内,none,4
2020-05-25,石狩振興局管内,none,799
2020-05-25,渡島総合振興局管内,none,12
2020-05-25,胆振総合振興局管内,none,16
2020-05-25,釧路総合振興局管内,none,20
2020-05-25,空知総合振興局管内,none,23
2020-05-25,後志総合振興局管内,none,24
2020-05-25,十勝総合振興局管内,none,3
2020-05-25,上川総合振興局管内,none,40
2020-05-25,宗谷総合振興局管内,none,5
2020-05-25,オホーツク総合振興局管内,none,59
2020-05-26,京都府,none,1
2020-05-26,大阪府,none,1
2020-05-26,茨城県,none,1
2020-05-26,東京都,none,3
2020-05-26,非公表,none,34
2020-05-26,神奈川県,none,2
2020-05-26,中国武漢市,none,1
2020-05-26,根室振興局管内,none,2
2020-05-26,日高振興局管内,none,3
2020-05-26,檜山振興局管内,none,4
2020-05-26,留萌振興局管内,none,4
2020-05-26,石狩振興局管内,none,805
2020-05-26,渡島総合振興局管内,none,12
2020-05-26,胆振総合振興局管内,none,16
2020-05-26,釧路総合振興局管内,none,20
2020-05-26,後志総合振興局管内,none,24
2020-05-26,空知総合振興局管内,none,26
2020-05-26,十勝総合振興局管内,none,3
2020-05-26,上川総合振興局管内,none,40
2020-05-26,宗谷総合振興局管内,none,5
2020-05-26,オホーツク総合振興局管内,none,59
2020-05-27,京都府,none,1
2020-05-27,大阪府,none,1
2020-05-27,茨城県,none,1
2020-05-27,東京都,none,3
2020-05-27,非公表,none,36
2020-05-27,神奈川県,none,2
2020-05-27,中国武漢市,none,1
2020-05-27,根室振興局管内,none,2
2020-05-27,日高振興局管内,none,3
2020-05-27,檜山振興局管内,none,4
2020-05-27,留萌振興局管内,none,4
2020-05-27,石狩振興局管内,none,806
2020-05-27,渡島総合振興局管内,none,12
2020-05-27,胆振総合振興局管内,none,16
2020-05-27,釧路総合振興局管内,none,20
2020-05-27,後志総合振興局管内,none,24
2020-05-27,空知総合振興局管内,none,28
2020-05-27,十勝総合振興局管内,none,3
2020-05-27,上川総合振興局管内,none,40
2020-05-27,宗谷総合振興局管内,none,5
2020-05-27,オホーツク総合振興局管内,none,59
2020-05-28,京都府,none,1
2020-05-28,大阪府,none,1
2020-05-28,茨城県,none,1
2020-05-28,東京都,none,3
2020-05-28,非公表,none,37
2020-05-28,神奈川県,none,2
2020-05-28,中国武漢市,none,1
2020-05-28,根室振興局管内,none,2
2020-05-28,日高振興局管内,none,3
2020-05-28,檜山振興局管内,none,4
2020-05-28,留萌振興局管内,none,4
2020-05-28,石狩振興局管内,none,809
2020-05-28,渡島総合振興局管内,none,12
2020-05-28,胆振総合振興局管内,none,16
2020-05-28,釧路総合振興局管内,none,20
2020-05-28,後志総合振興局管内,none,24
2020-05-28,十勝総合振興局管内,none,3
2020-05-28,空知総合振興局管内,none,31
2020-05-28,上川総合振興局管内,none,40
2020-05-28,宗谷総合振興局管内,none,5
2020-05-28,オホーツク総合振興局管内,none,59
2020-05-29,京都府,none,1
2020-05-29,大阪府,none,1
2020-05-29,茨城県,none,1
2020-05-29,東京都,none,3
2020-05-29,非公表,none,38
2020-05-29,神奈川県,none,2
2020-05-29,中国武漢市,none,1
2020-05-29,根室振興局管内,none,2
2020-05-29,日高振興局管内,none,3
2020-05-29,檜山振興局管内,none,4
2020-05-29,留萌振興局管内,none,4
2020-05-29,石狩振興局管内,none,810
2020-05-29,渡島総合振興局管内,none,12
2020-05-29,胆振総合振興局管内,none,16
2020-05-29,釧路総合振興局管内,none,20
2020-05-29,後志総合振興局管内,none,24
2020-05-29,十勝総合振興局管内,none,3
2020-05-29,空知総合振興局管内,none,32
2020-05-29,上川総合振興局管内,none,40
2020-05-29,宗谷総合振興局管内,none,5
2020-05-29,オホーツク総合振興局管内,none,59
2020-05-30,京都府,none,1
2020-05-30,大阪府,none,1
2020-05-30,茨城県,none,1
2020-05-30,東京都,none,3
2020-05-30,非公表,none,38
2020-05-30,神奈川県,none,2
2020-05-30,中国武漢市,none,1
2020-05-30,根室振興局管内,none,2
2020-05-30,日高振興局管内,none,3
2020-05-30,檜山振興局管内,none,4
2020-05-30,留萌振興局管内,none,4
2020-05-30,石狩振興局管内,none,813
2020-05-30,渡島総合振興局管内,none,12
2020-05-30,胆振総合振興局管内,none,16
2020-05-30,釧路総合振興局管内,none,20
2020-05-30,後志総合振興局管内,none,24
2020-05-30,十勝総合振興局管内,none,3
2020-05-30,空知総合振興局管内,none,33
2020-05-30,上川総合振興局管内,none,40
2020-05-30,宗谷総合振興局管内,none,5
2020-05-30,オホーツク総合振興局管内,none,59
2020-05-31,京都府,none,1
2020-05-31,大阪府,none,1
2020-05-31,茨城県,none,1
2020-05-31,東京都,none,3
2020-05-31,非公表,none,38
2020-05-31,神奈川県,none,2
2020-05-31,中国武漢市,none,1
2020-05-31,根室振興局管内,none,2
2020-05-31,日高振興局管内,none,3
2020-05-31,檜山振興局管内,none,4
2020-05-31,留萌振興局管内,none,4
2020-05-31,石狩振興局管内,none,818
2020-05-31,渡島総合振興局管内,none,12
2020-05-31,胆振総合振興局管内,none,16
2020-05-31,釧路総合振興局管内,none,20
2020-05-31,後志総合振興局管内,none,25
2020-05-31,十勝総合振興局管内,none,3
2020-05-31,空知総合振興局管内,none,33
2020-05-31,上川総合振興局管内,none,40
2020-05-31,宗谷総合振興局管内,none,5
2020-05-31,オホーツク総合振興局管内,none,59
2020-06-01,京都府,none,1
2020-06-01,大阪府,none,1
2020-06-01,茨城県,none,1
2020-06-01,東京都,none,3
2020-06-01,非公表,none,39
2020-06-01,神奈川県,none,2
2020-06-01,中国武漢市,none,1
2020-06-01,根室振興局管内,none,2
2020-06-01,日高振興局管内,none,3
2020-06-01,檜山振興局管内,none,4
2020-06-01,留萌振興局管内,none,4
2020-06-01,石狩振興局管内,none,822
2020-06-01,渡島総合振興局管内,none,12
2020-06-01,胆振総合振興局管内,none,16
2020-06-01,釧路総合振興局管内,none,20
2020-06-01,後志総合振興局管内,none,25
2020-06-01,十勝総合振興局管内,none,3
2020-06-01,空知総合振興局管内,none,33
2020-06-01,上川総合振興局管内,none,40
2020-06-01,宗谷総合振興局管内,none,5
2020-06-01,オホーツク総合振興局管内,none,59
2020-06-02,京都府,none,1
2020-06-02,大阪府,none,1
2020-06-02,茨城県,none,1
2020-06-02,東京都,none,3
2020-06-02,非公表,none,39
2020-06-02,神奈川県,none,2
2020-06-02,中国武漢市,none,1
2020-06-02,根室振興局管内,none,2
2020-06-02,日高振興局管内,none,3
2020-06-02,檜山振興局管内,none,4
2020-06-02,留萌振興局管内,none,4
2020-06-02,石狩振興局管内,none,823
2020-06-02,渡島総合振興局管内,none,12
2020-06-02,胆振総合振興局管内,none,16
2020-06-02,釧路総合振興局管内,none,20
2020-06-02,後志総合振興局管内,none,25
2020-06-02,十勝総合振興局管内,none,3
2020-06-02,空知総合振興局管内,none,35
2020-06-02,上川総合振興局管内,none,40
2020-06-02,宗谷総合振興局管内,none,5
2020-06-02,オホーツク総合振興局管内,none,59
2020-06-03,京都府,none,1
2020-06-03,大阪府,none,1
2020-06-03,茨城県,none,1
2020-06-03,東京都,none,3
2020-06-03,非公表,none,40
2020-06-03,神奈川県,none,2
2020-06-03,中国武漢市,none,1
2020-06-03,根室振興局管内,none,2
2020-06-03,日高振興局管内,none,3
2020-06-03,檜山振興局管内,none,4
2020-06-03,留萌振興局管内,none,4
2020-06-03,石狩振興局管内,none,825
2020-06-03,渡島総合振興局管内,none,12
2020-06-03,胆振総合振興局管内,none,16
2020-06-03,釧路総合振興局管内,none,20
2020-06-03,後志総合振興局管内,none,25
2020-06-03,十勝総合振興局管内,none,3
2020-06-03,空知総合振興局管内,none,35
2020-06-03,上川総合振興局管内,none,40
2020-06-03,宗谷総合振興局管内,none,5
2020-06-03,オホーツク総合振興局管内,none,59
2020-06-04,京都府,none,1
2020-06-04,大阪府,none,1
2020-06-04,茨城県,none,1
2020-06-04,東京都,none,3
2020-06-04,非公表,none,41
2020-06-04,神奈川県,none,2
2020-06-04,中国武漢市,none,1
2020-06-04,根室振興局管内,none,2
2020-06-04,日高振興局管内,none,3
2020-06-04,檜山振興局管内,none,4
2020-06-04,留萌振興局管内,none,4
2020-06-04,石狩振興局管内,none,827
2020-06-04,渡島総合振興局管内,none,12
2020-06-04,胆振総合振興局管内,none,16
2020-06-04,釧路総合振興局管内,none,20
2020-06-04,後志総合振興局管内,none,25
2020-06-04,十勝総合振興局管内,none,3
2020-06-04,空知総合振興局管内,none,35
2020-06-04,上川総合振興局管内,none,40
2020-06-04,宗谷総合振興局管内,none,5
2020-06-04,オホーツク総合振興局管内,none,59
2020-06-05,京都府,none,1
2020-06-05,大阪府,none,1
2020-06-05,茨城県,none,1
2020-06-05,東京都,none,3
2020-06-05,非公表,none,41
2020-06-05,神奈川県,none,2
2020-06-05,中国武漢市,none,1
2020-06-05,根室振興局管内,none,2
2020-06-05,日高振興局管内,none,3
2020-06-05,檜山振興局管内,none,4
2020-06-05,留萌振興局管内,none,4
2020-06-05,石狩振興局管内,none,831
2020-06-05,渡島総合振興局管内,none,12
2020-06-05,胆振総合振興局管内,none,16
2020-06-05,釧路総合振興局管内,none,20
2020-06-05,後志総合振興局管内,none,25
2020-06-05,十勝総合振興局管内,none,3
2020-06-05,空知総合振興局管内,none,35
2020-06-05,上川総合振興局管内,none,40
2020-06-05,宗谷総合振興局管内,none,5
2020-06-05,オホーツク総合振興局管内,none,59
2020-06-06,京都府,none,1
2020-06-06,大阪府,none,1
2020-06-06,茨城県,none,1
2020-06-06,東京都,none,3
2020-06-06,非公表,none,42
2020-06-06,神奈川県,none,2
2020-06-06,中国武漢市,none,1
2020-06-06,根室振興局管内,none,2
2020-06-06,日高振興局管内,none,3
2020-06-06,檜山振興局管内,none,4
2020-06-06,留萌振興局管内,none,4
2020-06-06,石狩振興局管内,none,837
2020-06-06,渡島総合振興局管内,none,12
2020-06-06,胆振総合振興局管内,none,16
2020-06-06,釧路総合振興局管内,none,20
2020-06-06,後志総合振興局管内,none,25
2020-06-06,十勝総合振興局管内,none,3
2020-06-06,空知総合振興局管内,none,36
2020-06-06,上川総合振興局管内,none,40
2020-06-06,宗谷総合振興局管内,none,5
2020-06-06,オホーツク総合振興局管内,none,59
2020-06-07,京都府,none,1
2020-06-07,大阪府,none,1
2020-06-07,茨城県,none,1
2020-06-07,東京都,none,3
2020-06-07,非公表,none,42
2020-06-07,神奈川県,none,2
2020-06-07,中国武漢市,none,1
2020-06-07,根室振興局管内,none,2
2020-06-07,日高振興局管内,none,3
2020-06-07,檜山振興局管内,none,4
2020-06-07,留萌振興局管内,none,4
2020-06-07,石狩振興局管内,none,840
2020-06-07,渡島総合振興局管内,none,12
2020-06-07,胆振総合振興局管内,none,16
2020-06-07,釧路総合振興局管内,none,20
2020-06-07,後志総合振興局管内,none,25
2020-06-07,十勝総合振興局管内,none,3
2020-06-07,空知総合振興局管内,none,37
2020-06-07,上川総合振興局管内,none,40
2020-06-07,宗谷総合振興局管内,none,5
2020-06-07,オホーツク総合振興局管内,none,59
2020-06-08,京都府,none,1
2020-06-08,大阪府,none,1
2020-06-08,茨城県,none,1
2020-06-08,東京都,none,3
2020-06-08,非公表,none,42
2020-06-08,神奈川県,none,2
2020-06-08,中国武漢市,none,1
2020-06-08,根室振興局管内,none,2
2020-06-08,日高振興局管内,none,3
2020-06-08,檜山振興局管内,none,4
2020-06-08,留萌振興局管内,none,4
2020-06-08,石狩振興局管内,none,844
2020-06-08,渡島総合振興局管内,none,12
2020-06-08,胆振総合振興局管内,none,16
2020-06-08,釧路総合振興局管内,none,20
2020-06-08,後志総合振興局管内,none,25
2020-06-08,十勝総合振興局管内,none,3
2020-06-08,空知総合振興局管内,none,37
2020-06-08,上川総合振興局管内,none,40
2020-06-08,宗谷総合振興局管内,none,5
2020-06-08,オホーツク総合振興局管内,none,59
2020-06-09,京都府,none,1
2020-06-09,大阪府,none,1
2020-06-09,茨城県,none,1
2020-06-09,東京都,none,3
2020-06-09,非公表,none,45
2020-06-09,神奈川県,none,2
2020-06-09,中国武漢市,none,1
2020-06-09,根室振興局管内,none,2
2020-06-09,日高振興局管内,none,3
2020-06-09,檜山振興局管内,none,4
2020-06-09,留萌振興局管内,none,4
2020-06-09,石狩振興局管内,none,845
2020-06-09,渡島総合振興局管内,none,12
2020-06-09,胆振総合振興局管内,none,16
2020-06-09,釧路総合振興局管内,none,20
2020-06-09,後志総合振興局管内,none,25
2020-06-09,十勝総合振興局管内,none,3
2020-06-09,上川総合振興局管内,none,40
2020-06-09,空知総合振興局管内,none,40
2020-06-09,宗谷総合振興局管内,none,5
2020-06-09,オホーツク総合振興局管内,none,59
2020-06-10,京都府,none,1
2020-06-10,大阪府,none,1
2020-06-10,茨城県,none,1
2020-06-10,東京都,none,3
2020-06-10,非公表,none,45
2020-06-10,神奈川県,none,2
2020-06-10,中国武漢市,none,1
2020-06-10,根室振興局管内,none,2
2020-06-10,日高振興局管内,none,3
2020-06-10,檜山振興局管内,none,4
2020-06-10,留萌振興局管内,none,4
2020-06-10,石狩振興局管内,none,850
2020-06-10,渡島総合振興局管内,none,12
2020-06-10,胆振総合振興局管内,none,16
2020-06-10,釧路総合振興局管内,none,20
2020-06-10,後志総合振興局管内,none,25
2020-06-10,十勝総合振興局管内,none,3
2020-06-10,上川総合振興局管内,none,40
2020-06-10,空知総合振興局管内,none,40
2020-06-10,宗谷総合振興局管内,none,5
2020-06-10,オホーツク総合振興局管内,none,59
2020-06-11,京都府,none,1
2020-06-11,大阪府,none,1
2020-06-11,茨城県,none,1
2020-06-11,東京都,none,3
2020-06-11,非公表,none,46
2020-06-11,神奈川県,none,2
2020-06-11,中国武漢市,none,1
2020-06-11,根室振興局管内,none,2
2020-06-11,日高振興局管内,none,3
2020-06-11,檜山振興局管内,none,4
2020-06-11,留萌振興局管内,none,4
2020-06-11,石狩振興局管内,none,855
2020-06-11,渡島総合振興局管内,none,12
2020-06-11,胆振総合振興局管内,none,16
2020-06-11,釧路総合振興局管内,none,20
2020-06-11,後志総合振興局管内,none,25
2020-06-11,十勝総合振興局管内,none,3
2020-06-11,上川総合振興局管内,none,40
2020-06-11,空知総合振興局管内,none,41
2020-06-11,宗谷総合振興局管内,none,5
2020-06-11,オホーツク総合振興局管内,none,59
2020-06-12,京都府,none,1
2020-06-12,大阪府,none,1
2020-06-12,茨城県,none,1
2020-06-12,東京都,none,3
2020-06-12,非公表,none,46
2020-06-12,神奈川県,none,2
2020-06-12,中国武漢市,none,1
2020-06-12,根室振興局管内,none,2
2020-06-12,日高振興局管内,none,3
2020-06-12,檜山振興局管内,none,4
2020-06-12,留萌振興局管内,none,4
2020-06-12,石狩振興局管内,none,864
2020-06-12,渡島総合振興局管内,none,12
2020-06-12,胆振総合振興局管内,none,16
2020-06-12,釧路総合振興局管内,none,20
2020-06-12,後志総合振興局管内,none,25
2020-06-12,十勝総合振興局管内,none,3
2020-06-12,上川総合振興局管内,none,40
2020-06-12,空知総合振興局管内,none,42
2020-06-12,宗谷総合振興局管内,none,5
2020-06-12,オホーツク総合振興局管内,none,59
2020-06-13,京都府,none,1
2020-06-13,大阪府,none,1
2020-06-13,茨城県,none,1
2020-06-13,東京都,none,3
2020-06-13,非公表,none,46
2020-06-13,神奈川県,none,2
2020-06-13,中国武漢市,none,1
2020-06-13,根室振興局管内,none,2
2020-06-13,日高振興局管内,none,3
2020-06-13,檜山振興局管内,none,4
2020-06-13,留萌振興局管内,none,4
2020-06-13,石狩振興局管内,none,872
2020-06-13,渡島総合振興局管内,none,12
2020-06-13,胆振総合振興局管内,none,16
2020-06-13,釧路総合振興局管内,none,20
2020-06-13,後志総合振興局管内,none,25
2020-06-13,十勝総合振興局管内,none,3
2020-06-13,上川総合振興局管内,none,40
2020-06-13,空知総合振興局管内,none,43
2020-06-13,宗谷総合振興局管内,none,5
2020-06-13,オホーツク総合振興局管内,none,59
2020-06-14,京都府,none,1
2020-06-14,大阪府,none,1
2020-06-14,茨城県,none,1
2020-06-14,東京都,none,3
2020-06-14,非公表,none,46
2020-06-14,神奈川県,none,2
2020-06-14,中国武漢市,none,1
2020-06-14,根室振興局管内,none,2
2020-06-14,日高振興局管内,none,3
2020-06-14,檜山振興局管内,none,4
2020-06-14,留萌振興局管内,none,4
2020-06-14,石狩振興局管内,none,879
2020-06-14,渡島総合振興局管内,none,12
2020-06-14,胆振総合振興局管内,none,16
2020-06-14,釧路総合振興局管内,none,20
2020-06-14,後志総合振興局管内,none,25
2020-06-14,十勝総合振興局管内,none,3
2020-06-14,上川総合振興局管内,none,40
2020-06-14,空知総合振興局管内,none,43
2020-06-14,宗谷総合振興局管内,none,5
2020-06-14,オホーツク総合振興局管内,none,59
2020-06-15,京都府,none,1
2020-06-15,大阪府,none,1
2020-06-15,茨城県,none,1
2020-06-15,東京都,none,3
2020-06-15,非公表,none,46
2020-06-15,神奈川県,none,2
2020-06-15,中国武漢市,none,1
2020-06-15,根室振興局管内,none,2
2020-06-15,日高振興局管内,none,3
2020-06-15,檜山振興局管内,none,4
2020-06-15,留萌振興局管内,none,4
2020-06-15,石狩振興局管内,none,883
2020-06-15,渡島総合振興局管内,none,12
2020-06-15,胆振総合振興局管内,none,18
2020-06-15,釧路総合振興局管内,none,20
2020-06-15,後志総合振興局管内,none,25
2020-06-15,十勝総合振興局管内,none,3
2020-06-15,上川総合振興局管内,none,40
2020-06-15,空知総合振興局管内,none,43
2020-06-15,宗谷総合振興局管内,none,5
2020-06-15,オホーツク総合振興局管内,none,59
2020-06-16,京都府,none,1
2020-06-16,大阪府,none,1
2020-06-16,茨城県,none,1
2020-06-16,東京都,none,3
2020-06-16,非公表,none,46
2020-06-16,神奈川県,none,2
2020-06-16,中国武漢市,none,1
2020-06-16,根室振興局管内,none,2
2020-06-16,日高振興局管内,none,3
2020-06-16,檜山振興局管内,none,4
2020-06-16,留萌振興局管内,none,4
2020-06-16,石狩振興局管内,none,885
2020-06-16,渡島総合振興局管内,none,12
2020-06-16,胆振総合振興局管内,none,18
2020-06-16,釧路総合振興局管内,none,20
2020-06-16,後志総合振興局管内,none,25
2020-06-16,十勝総合振興局管内,none,3
2020-06-16,上川総合振興局管内,none,40
2020-06-16,空知総合振興局管内,none,43
2020-06-16,宗谷総合振興局管内,none,5
2020-06-16,オホーツク総合振興局管内,none,59
2020-06-17,京都府,none,1
2020-06-17,大阪府,none,1
2020-06-17,茨城県,none,1
2020-06-17,東京都,none,3
2020-06-17,非公表,none,46
2020-06-17,神奈川県,none,2
2020-06-17,中国武漢市,none,1
2020-06-17,根室振興局管内,none,2
2020-06-17,日高振興局管内,none,3
2020-06-17,檜山振興局管内,none,4
2020-06-17,留萌振興局管内,none,4
2020-06-17,石狩振興局管内,none,891
2020-06-17,渡島総合振興局管内,none,12
2020-06-17,胆振総合振興局管内,none,18
2020-06-17,釧路総合振興局管内,none,20
2020-06-17,後志総合振興局管内,none,25
2020-06-17,十勝総合振興局管内,none,3
2020-06-17,上川総合振興局管内,none,40
2020-06-17,空知総合振興局管内,none,43
2020-06-17,宗谷総合振興局管内,none,5
2020-06-17,オホーツク総合振興局管内,none,59
2020-06-18,京都府,none,1
2020-06-18,大阪府,none,1
2020-06-18,茨城県,none,1
2020-06-18,東京都,none,3
2020-06-18,非公表,none,46
2020-06-18,神奈川県,none,2
2020-06-18,中国武漢市,none,1
2020-06-18,根室振興局管内,none,2
2020-06-18,日高振興局管内,none,3
2020-06-18,檜山振興局管内,none,4
2020-06-18,留萌振興局管内,none,4
2020-06-18,石狩振興局管内,none,896
2020-06-18,渡島総合振興局管内,none,12
2020-06-18,胆振総合振興局管内,none,18
2020-06-18,釧路総合振興局管内,none,20
2020-06-18,後志総合振興局管内,none,25
2020-06-18,十勝総合振興局管内,none,3
2020-06-18,上川総合振興局管内,none,40
2020-06-18,空知総合振興局管内,none,43
2020-06-18,宗谷総合振興局管内,none,5
2020-06-18,オホーツク総合振興局管内,none,59
2020-06-19,京都府,none,1
2020-06-19,大阪府,none,1
2020-06-19,茨城県,none,1
2020-06-19,東京都,none,3
2020-06-19,非公表,none,47
2020-06-19,神奈川県,none,2
2020-06-19,中国武漢市,none,1
2020-06-19,根室振興局管内,none,2
2020-06-19,日高振興局管内,none,3
2020-06-19,檜山振興局管内,none,4
2020-06-19,留萌振興局管内,none,4
2020-06-19,石狩振興局管内,none,898
2020-06-19,渡島総合振興局管内,none,12
2020-06-19,胆振総合振興局管内,none,18
2020-06-19,釧路総合振興局管内,none,20
2020-06-19,後志総合振興局管内,none,25
2020-06-19,十勝総合振興局管内,none,3
2020-06-19,上川総合振興局管内,none,40
2020-06-19,空知総合振興局管内,none,43
2020-06-19,宗谷総合振興局管内,none,5
2020-06-19,オホーツク総合振興局管内,none,59
2020-06-20,京都府,none,1
2020-06-20,大阪府,none,1
2020-06-20,茨城県,none,1
2020-06-20,東京都,none,3
2020-06-20,非公表,none,47
2020-06-20,神奈川県,none,2
2020-06-20,中国武漢市,none,1
2020-06-20,根室振興局管内,none,2
2020-06-20,日高振興局管内,none,3
2020-06-20,檜山振興局管内,none,4
2020-06-20,留萌振興局管内,none,4
2020-06-20,石狩振興局管内,none,901
2020-06-20,渡島総合振興局管内,none,12
2020-06-20,胆振総合振興局管内,none,18
2020-06-20,釧路総合振興局管内,none,20
2020-06-20,後志総合振興局管内,none,25
2020-06-20,十勝総合振興局管内,none,3
2020-06-20,上川総合振興局管内,none,40
2020-06-20,空知総合振興局管内,none,43
2020-06-20,宗谷総合振興局管内,none,5
2020-06-20,オホーツク総合振興局管内,none,59
2020-06-21,京都府,none,1
2020-06-21,大阪府,none,1
2020-06-21,茨城県,none,1
2020-06-21,東京都,none,3
2020-06-21,非公表,none,47
2020-06-21,神奈川県,none,2
2020-06-21,中国武漢市,none,1
2020-06-21,根室振興局管内,none,2
2020-06-21,日高振興局管内,none,3
2020-06-21,檜山振興局管内,none,4
2020-06-21,留萌振興局管内,none,4
2020-06-21,石狩振興局管内,none,903
2020-06-21,渡島総合振興局管内,none,12
2020-06-21,胆振総合振興局管内,none,18
2020-06-21,釧路総合振興局管内,none,20
2020-06-21,後志総合振興局管内,none,25
2020-06-21,十勝総合振興局管内,none,3
2020-06-21,上川総合振興局管内,none,40
2020-06-21,空知総合振興局管内,none,43
2020-06-21,宗谷総合振興局管内,none,5
2020-06-21,オホーツク総合振興局管内,none,59
2020-06-22,京都府,none,1
2020-06-22,大阪府,none,1
2020-06-22,茨城県,none,1
2020-06-22,東京都,none,3
2020-06-22,非公表,none,47
2020-06-22,神奈川県,none,2
2020-06-22,中国武漢市,none,1
2020-06-22,根室振興局管内,none,2
2020-06-22,日高振興局管内,none,3
2020-06-22,檜山振興局管内,none,4
2020-06-22,留萌振興局管内,none,4
2020-06-22,石狩振興局管内,none,905
2020-06-22,渡島総合振興局管内,none,12
2020-06-22,胆振総合振興局管内,none,18
2020-06-22,釧路総合振興局管内,none,20
2020-06-22,後志総合振興局管内,none,25
2020-06-22,十勝総合振興局管内,none,3
2020-06-22,上川総合振興局管内,none,40
2020-06-22,空知総合振興局管内,none,43
2020-06-22,宗谷総合振興局管内,none,5
2020-06-22,オホーツク総合振興局管内,none,59
2020-06-23,京都府,none,1
2020-06-23,大阪府,none,1
2020-06-23,茨城県,none,1
2020-06-23,東京都,none,3
2020-06-23,非公表,none,47
2020-06-23,神奈川県,none,2
2020-06-23,中国武漢市,none,1
2020-06-23,根室振興局管内,none,2
2020-06-23,日高振興局管内,none,3
2020-06-23,檜山振興局管内,none,4
2020-06-23,留萌振興局管内,none,4
2020-06-23,石狩振興局管内,none,905
2020-06-23,渡島総合振興局管内,none,12
2020-06-23,胆振総合振興局管内,none,18
2020-06-23,釧路総合振興局管内,none,20
2020-06-23,後志総合振興局管内,none,25
2020-06-23,十勝総合振興局管内,none,3
2020-06-23,上川総合振興局管内,none,40
2020-06-23,空知総合振興局管内,none,44
2020-06-23,宗谷総合振興局管内,none,5
2020-06-23,オホーツク総合振興局管内,none,59
2020-06-24,京都府,none,1
2020-06-24,大阪府,none,1
2020-06-24,茨城県,none,1
2020-06-24,東京都,none,3
2020-06-24,非公表,none,47
2020-06-24,神奈川県,none,2
2020-06-24,中国武漢市,none,1
2020-06-24,根室振興局管内,none,2
2020-06-24,日高振興局管内,none,3
2020-06-24,檜山振興局管内,none,4
2020-06-24,留萌振興局管内,none,4
2020-06-24,石狩振興局管内,none,906
2020-06-24,渡島総合振興局管内,none,12
2020-06-24,胆振総合振興局管内,none,18
2020-06-24,釧路総合振興局管内,none,20
2020-06-24,十勝総合振興局管内,none,3
2020-06-24,後志総合振興局管内,none,34
2020-06-24,上川総合振興局管内,none,40
2020-06-24,空知総合振興局管内,none,44
2020-06-24,宗谷総合振興局管内,none,5
2020-06-24,オホーツク総合振興局管内,none,59
2020-06-25,京都府,none,1
2020-06-25,大阪府,none,1
2020-06-25,茨城県,none,1
2020-06-25,東京都,none,3
2020-06-25,非公表,none,47
2020-06-25,神奈川県,none,2
2020-06-25,中国武漢市,none,1
2020-06-25,根室振興局管内,none,2
2020-06-25,日高振興局管内,none,3
2020-06-25,檜山振興局管内,none,4
2020-06-25,留萌振興局管内,none,4
2020-06-25,石狩振興局管内,none,906
2020-06-25,渡島総合振興局管内,none,12
2020-06-25,胆振総合振興局管内,none,18
2020-06-25,釧路総合振興局管内,none,20
2020-06-25,十勝総合振興局管内,none,3
2020-06-25,上川総合振興局管内,none,40
2020-06-25,後志総合振興局管内,none,40
2020-06-25,空知総合振興局管内,none,44
2020-06-25,宗谷総合振興局管内,none,5
2020-06-25,オホーツク総合振興局管内,none,59
2020-06-26,京都府,none,1
2020-06-26,大阪府,none,1
2020-06-26,茨城県,none,1
2020-06-26,東京都,none,3
2020-06-26,非公表,none,47
2020-06-26,神奈川県,none,2
2020-06-26,中国武漢市,none,1
2020-06-26,根室振興局管内,none,2
2020-06-26,日高振興局管内,none,3
2020-06-26,檜山振興局管内,none,4
2020-06-26,留萌振興局管内,none,4
2020-06-26,石狩振興局管内,none,907
2020-06-26,渡島総合振興局管内,none,12
2020-06-26,胆振総合振興局管内,none,18
2020-06-26,釧路総合振興局管内,none,20
2020-06-26,十勝総合振興局管内,none,3
2020-06-26,上川総合振興局管内,none,40
2020-06-26,後志総合振興局管内,none,44
2020-06-26,空知総合振興局管内,none,44
2020-06-26,宗谷総合振興局管内,none,5
2020-06-26,オホーツク総合振興局管内,none,59
2020-06-27,京都府,none,1
2020-06-27,大阪府,none,1
2020-06-27,茨城県,none,1
